Division,Sub Division,Feeder,Feeder Code,A/c No,Name,Address,Category,Supply Type,Mobile No,Status,Bill Basis,Total Bill Amount (Rs),Last Paid Date,Last Paid Amount (Rs),Load,Load Unit,Current Assessment (Rs),Bill Date,Current Month Consumption (kWh),Supply Voltage (kV),Connection Type,Meter Status,Meter Exception Reason,Arrear (Rs),Total Outstanding (Rs),LPSC (Rs),Payment Mode
PANKI,SDO-7,MALL ROAD-101,51331220051MAL,4684071740,Consumer,Kanpur,LMV-1,100,9355634357,In Service,MU,692.0,2026-03-10,692.0,4.0,KW,692.0,2026-03-01,77,0.230kV,POSTPAID,F,,0.0,0.0,0.0,CARD
ARMAPUR,SDO-4,SISAMAU,51331210045SIS,4683696828,Consumer,Kanpur,LMV-1,10,9291760738,In Service,MU,1141.0,2026-03-10,1141.0,3.3,KW,1141.0,2026-03-01,129,0.230kV,POSTPAID,F,,0.0,0.0,0.0,CASH
HARBANSH MOHAL,SDO-1,P ROAD,51331510043PRO,4684912562,Consumer,Kanpur,LMV-1,100,9870892749,In Service,ASS,2183.0,2026-03-10,2183.0,2.3,BHP,2183.0,2026-03-01,270,0.400kV,POSTPAID,N,Port Dirty/Faulty,0.0,0.0,0.0,CARD
HARBANSH MOHAL,SDO-7,CHANDRIKA DEVI,51331120033CHA,4689218136,Consumer,Kanpur,HV-1,101,9977161286,In Service,MU,696.0,2026-03-10,696.0,0.9,KW,696.0,2026-03-01,71,0.230kV,POSTPAID,N,,0.0,0.0,0.0,UPI
SHUKLAGANJ,SDO-7,JHADI BABA SUB STAION FEEDER,51331430011JHA,4683097065,Consumer,Kanpur,LMV-1,10,9287704939,In Service,MU,4038.0,2026-03-10,3836.1,1.7,KW,4038.0,2026-03-01,535,0.230kV,POSTPAID,F,Meter not downloadable,0.0,201.9,0.0,CARD
VIKAS NAGAR,SDO-5,PARED,51331220048PAR,4682459152,Consumer,Kanpur,LMV-2,10,9829696931,In Service,ASS,800.0,2026-03-10,640.0,2.0,KW,800.0,2026-03-01,90,0.230kV,PREPAID,N,Port Dirty/Faulty,0.0,160.0,0.0,CARD
NAWABGANJ,SDO-6,JHAKARKATI BRIDGE,51331110026JHA,4683671682,Consumer,Kanpur,LMV-1,10,9646321561,In Service,PROV,1937.0,2026-03-10,1549.6,4.5,KW,1937.0,2026-03-01,257,0.230kV,PREPAID,N,,0.0,-1284.99,0.0,CASH
SHUKLAGANJ,SDO-5,ASHOK NAGAR,51331320050ASH,4689657118,Consumer,Kanpur,LMV-1,10,9763332508,In Service,MU,10573.71,2026-03-10,3966.0,1.0,KW,3966.0,2026-03-01,537,0.230kV,POSTPAID,N,,6607.71,6607.71,660.77,IPYG
FAZALGANJ,SDO-5,DKP-68,51331120033DKP,4682223268,Consumer,Kanpur,LMV-1,100,9659270699,In Service,ASS,5883.46,2026-03-10,2033.0,2.3,KW,2140.0,2026-03-01,284,0.230kV,PREPAID,N,,3743.46,-2200.07,374.35,IPYG
GENERALGANJ,SDO-6,IDGAH,51331320049IDG,4683313854,Consumer,Kanpur,LMV-1,10,9747065926,In Service,MU,6485.52,2026-03-10,1888.0,3.3,KW,1888.0,2026-03-01,257,0.230kV,POSTPAID,N,,4597.52,-768.23,459.75,CASH
BARRA,SDO-6,BEEMA CHAURAHA,51333310083BEE,4688399988,Consumer,Kanpur,LMV-1,10,9569873810,In Service,CEIL,7869.56,2026-03-10,373.5,1.8,KW,747.0,2026-03-01,97,0.400kV,POSTPAID,F,,7122.56,-1760.28,712.26,UPI
DADA NAGAR,SDO-5,KHALASI LINE,51331320049KHA,4681333709,Consumer,Kanpur,LMV-1,10,9166332261,In Service,MU,868.0,2026-03-10,868.0,1.6,KW,868.0,2026-03-01,96,0.230kV,PREPAID,N,,0.0,0.0,0.0,CASH
RAWATPUR,SDO-4,EH FEEDER,51331220048EHF,4681763603,Consumer,Kanpur,HV-1,10,9180729007,Disconnected,MU,646.0,2026-03-10,516.8,1.0,BHP,646.0,2026-03-01,80,0.400kV,POSTPAID,N,,0.0,129.2,0.0,CASH
GENERALGANJ,SDO-1,IDGAH,51331320049IDG,4687280180,Consumer,Kanpur,LMV-1,10,9547558659,In Service,MU,832.0,2026-03-10,832.0,2.0,KW,832.0,2026-03-01,90,0.230kV,PREPAID,N,Meter not downloadable,0.0,-1625.88,0.0,CARD
NAWABGANJ,SDO-5,BEGAM PURWA,51333410058BEG,4687700143,Consumer,Kanpur,LMV-1,10,9885802368,In Service,MU,3102.7,2026-03-10,837.0,1.2,KW,837.0,2026-03-01,78,0.230kV,PREPAID,N,On height,2265.7,2265.7,226.57,UPI
KAKADEO,SDO-1,DADA MIYAN,51331210047DAD,4687591814,Consumer,Kanpur,LMV-1,10,9589538740,In Service,MU,520.0,2026-03-10,260.0,1.8,KW,520.0,2026-03-01,67,0.400kV,PREPAID,F,,0.0,260.0,0.0,UPI
COLONELGANJ,SDO-7,TIKONIA PARK,51331310039TIK,4684770245,Consumer,Kanpur,LMV-2,10,9925996215,In Service,MU,9324.6,2026-03-10,1160.0,2.2,KW,1160.0,2026-03-01,137,0.400kV,POSTPAID,N,Port Dirty/Faulty,8164.6,8164.6,816.46,CASH
COLONELGANJ,SDO-3,NURSING HOME,51331320050NUR,4689322232,Consumer,Kanpur,LMV-1,10,9965197406,In Service,MU,23737.51,2026-03-10,710.6,2.0,KW,748.0,2026-03-01,89,0.400kV,PREPAID,N,Port Dirty/Faulty,22989.51,23026.91,2298.95,IPYG
NAWABGANJ,SDO-8,SUTER GANJ,51331230046SUT,4681811998,Consumer,Kanpur,HV-1,10,9905787698,In Service,MU,1017.0,2026-03-10,813.6,1.9,KW,1017.0,2026-03-01,137,0.230kV,POSTPAID,N,Port Dirty/Faulty,0.0,203.4,0.0,CARD
FAZALGANJ,SDO-2,IFTKHARABAD,51331120020IFT,4685094070,Consumer,Kanpur,LMV-1,H21,9524054545,In Service,MU,672.0,2026-03-10,0.0,2.1,KW,672.0,2026-03-01,76,0.230kV,PREPAID,F,,0.0,672.0,0.0,CASH
KALYANPUR,SDO-3,ACHARYA NAGAR,51331510043ACH,4681793553,Consumer,Kanpur,LMV-2,10,9725109870,In Service,CEIL,859.0,2026-03-10,816.05,1.8,KW,859.0,2026-03-01,92,0.230kV,PREPAID,N,,0.0,-120.8,0.0,CARD
SISAMAU,SDO-6,PANI KI TANKI BECON GANJ,51331210047NEW,4687492333,Consumer,Kanpur,HV-1,100,9449435451,In Service,PROV,803.0,2026-03-10,803.0,1.2,KW,803.0,2026-03-01,95,0.230kV,POSTPAID,F,On height,0.0,0.0,0.0,CARD
RAWATPUR,SDO-4,MOTI JHEEL,51331320030MOT,4688204650,Consumer,Kanpur,LMV-1,10,9834528974,In Service,MU,2106.0,2026-03-10,2106.0,1.7,KW,2106.0,2026-03-01,285,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CARD
VIKAS NAGAR,SDO-2,PARED,51331220048PAR,4689680004,Consumer,Kanpur,LMV-1,10,9632897416,Disconnected,CEIL,754.0,2026-03-10,754.0,2.1,KW,754.0,2026-03-01,75,0.230kV,POSTPAID,N,On height,0.0,0.0,0.0,IPYG
BARRA,SDO-6,GREEN PARK,51331310039GRE,4687341885,Consumer,Kanpur,LMV-1,10,9212031118,In Service,MU,1023.0,2026-03-10,1023.0,2.3,KW,1023.0,2026-03-01,122,0.230kV,POSTPAID,N,,0.0,-1635.93,0.0,IPYG
JAJMAU,SDO-4,PALM COURT,51331320030PAL,4685389572,Consumer,Kanpur,LMV-1,10,9581736565,In Service,PROV,1398.21,2026-03-10,1011.75,3.1,KW,1065.0,2026-03-01,124,0.230kV,POSTPAID,F,,333.21,-735.02,33.32,CARD
KIDWAI NAGAR,SDO-7,CARWALO NAGAR,51331110026CAR,4685893525,Consumer,Kanpur,LMV-1,10,9518581331,Disconnected,PROV,1313.22,2026-03-10,1089.0,1.2,KW,1089.0,2026-03-01,144,0.230kV,POSTPAID,N,Port Dirty/Faulty,224.22,224.22,22.42,CARD
JAJMAU,SDO-7,JK CANCER,51331320030JKC,4683183313,Consumer,Kanpur,LMV-1,100,9484006229,In Service,CEIL,412.0,2026-03-10,412.0,1.0,KW,412.0,2026-03-01,19,0.230kV,PREPAID,N,,0.0,0.0,0.0,IPYG
COLONELGANJ,SDO-3,NURSING HOME,51331320050NUR,4685293393,Consumer,Kanpur,LMV-2,10,9468977471,In Service,CEIL,2901.17,2026-03-10,1970.3,1.0,KW,2074.0,2026-03-01,279,0.230kV,PREPAID,N,Meter not downloadable,827.17,930.87,82.72,CARD
HARBANSH MOHAL,SDO-4,CHANDRIKA DEVI,51331120033CHA,4681956488,Consumer,Kanpur,LMV-2,H21,9271407415,In Service,MU,1041.73,2026-03-10,809.0,3.6,KW,809.0,2026-03-01,79,0.230kV,POSTPAID,F,,232.73,232.73,23.27,UPI
GENERALGANJ,SDO-7,BURF KHANA,51331210045BUR,4688427956,Consumer,Kanpur,LMV-1,10,9312239976,In Service,MU,24934.14,2026-03-10,3719.0,1.1,KW,3719.0,2026-03-01,507,0.230kV,POSTPAID,N,Port Dirty/Faulty,21215.14,21215.14,2121.51,CASH
GOVIND NAGAR,SDO-6,KESA HOUSE,51331220051KES,4684985815,Consumer,Kanpur,LMV-1,10,9488430524,In Service,PROV,1181.71,2026-03-10,656.45,2.2,KW,691.0,2026-03-01,61,0.230kV,PREPAID,N,Port Dirty/Faulty,490.71,525.26,49.07,CARD
BARRA,SDO-2,BEEMA CHAURAHA,51333310083BEE,4686445473,Consumer,Kanpur,LMV-1,10,9120297941,In Service,MU,4415.52,2026-03-10,3754.0,1.1,BHP,3754.0,2026-03-01,513,0.230kV,POSTPAID,F,,661.52,-879.19,66.15,IPYG
HARBANSH MOHAL,SDO-8,P ROAD,51331510043PRO,4685659686,Consumer,Kanpur,HV-1,10,9615520225,In Service,MU,3441.97,2026-03-10,746.0,1.6,KW,746.0,2026-03-01,70,0.230kV,PREPAID,F,Port Dirty/Faulty,2695.97,2695.97,269.6,UPI
ARMAPUR,SDO-6,MANJUSHREE,51331110001MAN,4685066689,Consumer,Kanpur,LMV-1,10,9311843811,In Service,MU,814.0,2026-03-10,814.0,1.1,KW,814.0,2026-03-01,95,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CASH
ZARIB CHAUKI,SDO-6,RAWATPUR,51331320030RAW,4686955454,Consumer,Kanpur,LMV-1,10,9680557922,Disconnected,MU,960.0,2026-03-10,960.0,2.0,KW,960.0,2026-03-01,125,0.230kV,PREPAID,N,On height,0.0,-540.62,0.0,IPYG
NAWABGANJ,SDO-2,BEGAM PURWA,51333410058BEG,4689136828,Consumer,Kanpur,LMV-1,10,9566585309,In Service,MU,685.0,2026-03-10,548.0,3.2,KW,685.0,2026-03-01,65,0.230kV,POSTPAID,N,Port Dirty/Faulty,0.0,-913.11,0.0,CARD
BARRA,SDO-8,BEEMA CHAURAHA,51333310083BEE,4688844505,Consumer,Kanpur,HV-1,10,9189541574,In Service,MU,1736.01,2026-03-10,1267.0,2.2,KW,1267.0,2026-03-01,140,0.230kV,POSTPAID,N,,469.01,469.01,46.9,CASH
PANKI,SDO-2,MUIR MILL SUBSTATION FEEDER,51331220051MSU,4681056733,Consumer,Kanpur,LMV-2,10,9459821581,In Service,MU,1198.0,2026-03-10,599.0,1.6,KW,1198.0,2026-03-01,150,0.230kV,POSTPAID,N,,0.0,-960.53,0.0,IPYG
VIKAS NAGAR,SDO-7,PARED,51331220048PAR,4684903867,Consumer,Kanpur,LMV-1,10,9789641515,In Service,MU,1199.0,2026-03-10,1199.0,0.8,KW,1199.0,2026-03-01,139,0.400kV,PREPAID,N,Meter not downloadable,0.0,0.0,0.0,UPI
SHUKLAGANJ,SDO-5,SHIVALA PT,51331420034SHI,4685419873,Consumer,Kanpur,LMV-1,10,9967665198,In Service,CEIL,24206.18,2026-03-10,718.2,1.6,KW,756.0,2026-03-01,90,0.400kV,PREPAID,F,,23450.18,23487.98,2345.02,UPI
JAJMAU,SDO-5,ELDICO,51331110026ELD,4689258985,Consumer,Kanpur,LMV-1,10,9696122377,In Service,MU,1146.0,2026-03-10,1146.0,1.2,KW,1146.0,2026-03-01,147,0.230kV,POSTPAID,N,,0.0,0.0,0.0,UPI
NAWABGANJ,SDO-2,SUTER GANJ,51331230046SUT,4681788784,Consumer,Kanpur,LMV-1,10,9888514705,In Service,PROV,991.0,2026-03-10,991.0,1.8,KW,991.0,2026-03-01,122,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CASH
BARRA,SDO-7,GREEN PARK,51331310039GRE,4688047335,Consumer,Kanpur,LMV-1,10,9116935972,In Service,MU,5251.46,2026-03-10,1085.0,2.1,KW,1085.0,2026-03-01,130,0.230kV,POSTPAID,F,,4166.46,4166.46,416.65,UPI
PANKI,SDO-7,MALL ROAD-101,51331220051MAL,4686022494,Consumer,Kanpur,LMV-1,H21,9742359430,In Service,PROV,1199.0,2026-03-10,0.0,2.4,KW,1199.0,2026-03-01,147,0.230kV,POSTPAID,N,,0.0,1199.0,0.0,UPI
KIDWAI NAGAR,SDO-3,CARWALO NAGAR,51331110026CAR,4684005175,Consumer,Kanpur,LMV-1,10,9761590246,In Service,MU,1083.86,2026-03-10,395.5,2.2,KW,791.0,2026-03-01,99,0.230kV,POSTPAID,F,Port Dirty/Faulty,292.86,688.36,29.29,CASH
RAWATPUR,SDO-6,LAKAR MANDI,51331210045LAK,4683632754,Consumer,Kanpur,LMV-2,10,9153677020,In Service,MU,566.0,2026-03-10,452.8,1.8,KW,566.0,2026-03-01,72,0.230kV,PREPAID,N,,0.0,-138.31,0.0,IPYG
GUMTI,SDO-8,ELGIN,51331110001ELG,4688864892,Consumer,Kanpur,LMV-1,10,9893033922,In Service,CEIL,8385.1,2026-03-10,6424.85,1.7,KW,6763.0,2026-03-01,930,0.230kV,POSTPAID,F,,1622.1,1960.25,162.21,CASH
JAJMAU,SDO-4,JK CANCER,51331320030JKC,4687660472,Consumer,Kanpur,LMV-1,10,9280423232,In Service,MU,804.0,2026-03-10,804.0,2.3,KW,804.0,2026-03-01,77,0.230kV,PREPAID,N,,0.0,0.0,0.0,UPI
KAKADEO,SDO-4,DADA MIYAN,51331210047DAD,4688538395,Consumer,Kanpur,LMV-1,10,9494450165,In Service,CEIL,3850.0,2026-03-10,3850.0,1.9,KW,3850.0,2026-03-01,522,0.230kV,POSTPAID,N,Meter not downloadable,0.0,0.0,0.0,IPYG
RAWATPUR,SDO-7,EH FEEDER,51331220048EHF,4684108637,Consumer,Kanpur,LMV-1,10,9755283574,In Service,ASS,1974.71,2026-03-10,1849.0,2.0,KW,1849.0,2026-03-01,251,0.230kV,POSTPAID,N,On height,125.71,-799.46,12.57,CASH
RAWATPUR,SDO-8,MOTI JHEEL,51331320030MOT,4688276197,Consumer,Kanpur,LMV-1,10,9149685502,In Service,ASS,1367.54,2026-03-10,1225.5,1.6,KW,1290.0,2026-03-01,157,0.230kV,POSTPAID,N,Meter not downloadable,77.54,142.04,7.75,CASH
DADA NAGAR,SDO-4,KDA,51332110070KDA,4686677686,Consumer,Kanpur,LMV-1,H21,9727479162,In Service,MU,6604.0,2026-03-10,6604.0,0.9,KVA,6604.0,2026-03-01,936,0.230kV,PREPAID,N,Meter not downloadable,0.0,0.0,0.0,CASH
ARMAPUR,SDO-3,MANJUSHREE,51331110001MAN,4684595776,Consumer,Kanpur,LMV-2,10,9131485759,In Service,MU,722.0,2026-03-10,722.0,2.1,KW,722.0,2026-03-01,73,0.400kV,PREPAID,N,Port Dirty/Faulty,0.0,0.0,0.0,IPYG
KALYANPUR,SDO-5,BAKAR MANDI,51331210045BAK,4683814852,Consumer,Kanpur,LMV-1,10,9797666942,In Service,PROV,845.0,2026-03-10,845.0,1.2,KW,845.0,2026-03-01,97,0.230kV,POSTPAID,N,On height,0.0,0.0,0.0,CASH
BARRA,SDO-4,BEEMA CHAURAHA,51333310083BEE,4687072421,Consumer,Kanpur,LMV-1,10,9957779893,In Service,ASS,9052.98,2026-03-10,1200.0,4.3,KW,1200.0,2026-03-01,139,0.230kV,POSTPAID,N,,7852.98,7852.98,785.3,UPI
KIDWAI NAGAR,SDO-8,CARWALO NAGAR,51331110026CAR,4681231985,Consumer,Kanpur,LMV-1,10,9169313948,In Service,CEIL,1618.0,2026-03-10,713.6,55.6,KW,892.0,2026-03-01,97,0.400kV,POSTPAID,N,,726.0,904.4,72.6,UPI
GUMTI,SDO-6,ELGIN,51331110001ELG,4684057037,Consumer,Kanpur,LMV-1,100,9605531497,In Service,MU,975.0,2026-03-10,975.0,17.6,KW,975.0,2026-03-01,128,0.230kV,POSTPAID,N,Port Dirty/Faulty,0.0,0.0,0.0,CASH
ARMAPUR,SDO-4,BANS MANDI,51331120020BAN,4686123908,Consumer,Kanpur,LMV-1,10,9991854495,Disconnected,ASS,923.63,2026-03-10,227.0,0.9,KW,227.0,2026-03-01,8,0.400kV,POSTPAID,N,,696.63,696.63,69.66,CASH
VIKAS NAGAR,SDO-3,PARED,51331220048PAR,4684109931,Consumer,Kanpur,LMV-1,10,9755668900,In Service,MU,676.0,2026-03-10,676.0,2.0,KW,676.0,2026-03-01,74,0.230kV,POSTPAID,N,,0.0,0.0,0.0,IPYG
SISAMAU,SDO-7,M-18B BANS MANDI,51331110001MBA,4685163270,Consumer,Kanpur,LMV-1,10,9437704395,In Service,MU,22418.36,2026-03-10,1139.05,2.1,KW,1199.0,2026-03-01,133,0.400kV,POSTPAID,F,Port Dirty/Faulty,21219.36,21279.31,2121.94,CASH
VIKAS NAGAR,SDO-7,PARED,51331220048PAR,4686821110,Consumer,Kanpur,LMV-1,10,9336147287,In Service,MU,4267.89,2026-03-10,0.0,1.7,KW,1152.0,2026-03-01,141,0.230kV,POSTPAID,N,On height,3115.89,4267.89,311.59,CARD
JAJMAU,SDO-1,JK CANCER,51331320030JKC,4683925175,Consumer,Kanpur,LMV-1,10,9985238641,In Service,ASS,2001.0,2026-03-10,2001.0,1.9,KW,2001.0,2026-03-01,262,0.230kV,POSTPAID,N,,0.0,-214.45,0.0,UPI
KAKADEO,SDO-3,GANGOTRI,51331320049GAN,4686126402,Consumer,Kanpur,LMV-2,10,9774452194,In Service,MU,807.0,2026-03-10,807.0,1.8,KW,807.0,2026-03-01,85,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CARD
RAWATPUR,SDO-5,EH FEEDER,51331220048EHF,4682015955,Consumer,Kanpur,HV-1,10,9153612991,In Service,MU,1236.83,2026-03-10,976.0,1.9,KW,976.0,2026-03-01,127,0.230kV,PREPAID,N,Meter not downloadable,260.83,-209.82,26.08,CARD
ZARIB CHAUKI,SDO-7,ROOPAM,51331230046ROO,4681503279,Consumer,Kanpur,LMV-2,10,9537160225,In Service,ASS,6425.3,2026-03-10,784.0,1.0,KW,784.0,2026-03-01,84,0.230kV,POSTPAID,N,,5641.3,5641.3,564.13,CASH
SISAMAU,SDO-7,M-18B BANS MANDI,51331110001MBA,4689050508,Consumer,Kanpur,LMV-1,10,9831419248,In Service,MU,1846.96,2026-03-10,1322.0,2.2,KW,1322.0,2026-03-01,149,0.230kV,POSTPAID,F,On height,524.96,524.96,52.5,CASH
RAWATPUR,SDO-8,LAKAR MANDI,51331210045LAK,4685848240,Consumer,Kanpur,LMV-1,10,9721305274,In Service,CEIL,2121.0,2026-03-10,2121.0,1.6,KW,2121.0,2026-03-01,278,0.230kV,POSTPAID,N,,0.0,0.0,0.0,UPI
GUMTI,SDO-3,ELGIN,51331110001ELG,4682205810,Consumer,Kanpur,LMV-1,10,9744537034,Disconnected,ASS,1293.0,2026-03-10,1034.4,1.7,KVA,1293.0,2026-03-01,150,0.230kV,POSTPAID,N,,0.0,258.6,0.0,CARD
BARRA,SDO-8,BEEMA CHAURAHA,51333310083BEE,4684890367,Consumer,Kanpur,LMV-2,10,9442432171,In Service,ASS,724.0,2026-03-10,362.0,0.9,KW,724.0,2026-03-01,61,0.230kV,POSTPAID,N,,0.0,-1957.84,0.0,CARD
ZARIB CHAUKI,SDO-6,NAI SADAK,51331220048NAI,4681479321,Consumer,Kanpur,LMV-1,100,9489779879,In Service,MU,1079.0,2026-03-10,0.0,12.7,KW,1079.0,2026-03-01,120,0.230kV,PREPAID,N,Port Dirty/Faulty,0.0,1079.0,0.0,CASH
FAZALGANJ,SDO-6,IFTKHARABAD,51331120020IFT,4687577454,Consumer,Kanpur,LMV-2,10,9572400746,In Service,CEIL,635.0,2026-03-10,635.0,2.2,KW,635.0,2026-03-01,72,0.400kV,POSTPAID,N,,0.0,0.0,0.0,CASH
KIDWAI NAGAR,SDO-5,AZAD NAGAR,51331310042AZA,4688869400,Consumer,Kanpur,LMV-1,10,9613515626,In Service,MU,1426.18,2026-03-10,491.2,1.9,KW,614.0,2026-03-01,62,0.230kV,POSTPAID,N,,812.18,934.98,81.22,CARD
GOVIND NAGAR,SDO-1,BHAGAT SINGH,51331110001BHA,4686885471,Consumer,Kanpur,LMV-1,10,9850567772,Disconnected,MU,727.0,2026-03-10,727.0,1.0,KW,727.0,2026-03-01,90,0.230kV,POSTPAID,N,,0.0,0.0,0.0,IPYG
FAZALGANJ,SDO-1,DKP-68,51331120033DKP,4688225943,Consumer,Kanpur,LMV-1,100,9125111361,In Service,MU,2098.0,2026-03-10,2098.0,16.2,KW,2098.0,2026-03-01,268,0.230kV,POSTPAID,N,Port Dirty/Faulty,0.0,0.0,0.0,CASH
KIDWAI NAGAR,SDO-1,CARWALO NAGAR,51331110026CAR,4687760963,Consumer,Kanpur,LMV-1,10,9496358777,In Service,MU,1137.0,2026-03-10,1137.0,0.9,BHP,1137.0,2026-03-01,139,0.230kV,POSTPAID,N,,0.0,-1591.37,0.0,UPI
SISAMAU,SDO-6,PANI KI TANKI BECON GANJ,51331210047NEW,4682544189,Consumer,Kanpur,LMV-1,101,9606242148,In Service,MU,1199.0,2026-03-10,959.2,1.8,KW,1199.0,2026-03-01,156,0.230kV,POSTPAID,N,Meter not downloadable,0.0,239.8,0.0,CASH
SHUKLAGANJ,SDO-6,ASHOK NAGAR,51331320050ASH,4684330441,Consumer,Kanpur,LMV-1,101,9722328086,In Service,MU,6721.47,2026-03-10,0.0,3.3,KW,1341.0,2026-03-01,157,0.230kV,POSTPAID,N,On height,5380.47,-1744.6,538.05,IPYG
FAZALGANJ,SDO-3,DALEL PURWA,51331120020DAL,4681732766,Consumer,Kanpur,LMV-1,100,9412013513,In Service,MU,2071.0,2026-03-10,2071.0,2.0,KW,2071.0,2026-03-01,279,0.230kV,POSTPAID,F,,0.0,0.0,0.0,IPYG
GUMTI,SDO-1,HARSH NAGAR,51331320050HAR,4684223768,Consumer,Kanpur,LMV-1,10,9404305253,In Service,PROV,1906.0,2026-03-10,1906.0,2.3,KW,1906.0,2026-03-01,260,0.230kV,POSTPAID,N,On height,0.0,0.0,0.0,IPYG
VIKAS NAGAR,SDO-5,PARED,51331220048PAR,4682641786,Consumer,Kanpur,LMV-2,10,9877465166,In Service,MU,1393.0,2026-03-10,1393.0,3.4,KW,1393.0,2026-03-01,159,0.400kV,POSTPAID,F,,0.0,0.0,0.0,IPYG
HARBANSH MOHAL,SDO-6,P ROAD,51331510043PRO,4684299153,Consumer,Kanpur,LMV-1,10,9344559811,In Service,ASS,3147.87,2026-03-10,2005.0,1.7,KW,2005.0,2026-03-01,260,0.400kV,POSTPAID,N,,1142.87,-2018.65,114.29,IPYG
KAKADEO,SDO-8,DADA MIYAN,51331210047DAD,4687168796,Consumer,Kanpur,LMV-2,10,9127105105,In Service,MU,868.0,2026-03-10,868.0,2.3,KW,868.0,2026-03-01,90,0.230kV,POSTPAID,N,Port Dirty/Faulty,0.0,0.0,0.0,UPI
PANKI,SDO-1,MALL ROAD-101,51331220051MAL,4683334941,Consumer,Kanpur,LMV-2,10,9787309669,In Service,MU,1987.0,2026-03-10,1987.0,2.0,KW,1987.0,2026-03-01,266,0.400kV,PREPAID,N,Port Dirty/Faulty,0.0,0.0,0.0,CASH
ZARIB CHAUKI,SDO-7,ROOPAM,51331230046ROO,4682830334,Consumer,Kanpur,LMV-1,100,9424595363,In Service,MU,2637.37,2026-03-10,2017.0,2.0,KW,2017.0,2026-03-01,251,0.400kV,PREPAID,N,Port Dirty/Faulty,620.37,-478.2,62.04,CASH
GENERALGANJ,SDO-4,DY KA PARAV,51331120020DYK,4684949744,Consumer,Kanpur,LMV-2,10,9801764887,In Service,MU,1543.34,2026-03-10,1095.35,1.6,KW,1153.0,2026-03-01,122,0.230kV,POSTPAID,N,On height,390.34,-596.67,39.03,IPYG
VIKAS NAGAR,SDO-4,PARED,51331220048PAR,4689532098,Consumer,Kanpur,LMV-1,10,9283351214,In Service,ASS,510.0,2026-03-10,510.0,2.6,KW,510.0,2026-03-01,64,0.230kV,POSTPAID,N,,0.0,0.0,0.0,UPI
GENERALGANJ,SDO-8,IDGAH,51331320049IDG,4686682359,Consumer,Kanpur,LMV-1,10,9507929032,In Service,PROV,2221.0,2026-03-10,2221.0,2.2,KVA,2221.0,2026-03-01,276,0.230kV,POSTPAID,N,On height,0.0,0.0,0.0,CASH
GUMTI,SDO-5,HARSH NAGAR,51331320050HAR,4683174381,Consumer,Kanpur,LMV-1,10,9452277119,In Service,MU,23330.02,2026-03-10,1309.0,2.3,KW,1309.0,2026-03-01,154,0.230kV,POSTPAID,N,Port Dirty/Faulty,22021.02,22021.02,2202.1,UPI
VIKAS NAGAR,SDO-2,PARED,51331220048PAR,4686247169,Consumer,Kanpur,LMV-1,10,9609924274,In Service,MU,1116.0,2026-03-10,892.8,1.7,KW,1116.0,2026-03-01,121,0.230kV,POSTPAID,N,On height,0.0,-814.48,0.0,CARD
FAZALGANJ,SDO-5,DALEL PURWA,51331120020DAL,4682559256,Consumer,Kanpur,LMV-1,H21,9446745088,In Service,ASS,7458.15,2026-03-10,435.0,1.8,KW,870.0,2026-03-01,97,0.230kV,PREPAID,N,,6588.15,7023.15,658.82,CASH
RAWATPUR,SDO-8,EH FEEDER,51331220048EHF,4689561209,Consumer,Kanpur,LMV-1,10,9154627332,In Service,MU,1303.0,2026-03-10,1237.85,3.4,KW,1303.0,2026-03-01,158,0.230kV,PREPAID,N,Port Dirty/Faulty,0.0,65.15,0.0,IPYG
RAWATPUR,SDO-6,MOTI JHEEL,51331320030MOT,4689421424,Consumer,Kanpur,LMV-1,10,9670018208,In Service,ASS,11652.8,2026-03-10,3804.0,1.1,KW,3804.0,2026-03-01,501,0.230kV,POSTPAID,F,Meter not downloadable,7848.8,-315.08,784.88,UPI
KIDWAI NAGAR,SDO-1,CARWALO NAGAR,51331110026CAR,4688523268,Consumer,Kanpur,LMV-1,10,9601878059,In Service,MU,1100.0,2026-03-10,1100.0,1.8,KW,1100.0,2026-03-01,150,0.230kV,POSTPAID,N,On height,0.0,-345.82,0.0,IPYG
RAWATPUR,SDO-7,LAKAR MANDI,51331210045LAK,4686028820,Consumer,Kanpur,LMV-1,10,9141487912,In Service,MU,815.0,2026-03-10,815.0,2.3,KW,815.0,2026-03-01,87,0.230kV,POSTPAID,F,,0.0,0.0,0.0,CASH
ARMAPUR,SDO-8,BANS MANDI,51331120020BAN,4688667210,Consumer,Kanpur,LMV-2,10,9527542620,In Service,MU,2154.0,2026-03-10,2154.0,2.2,KW,2154.0,2026-03-01,277,0.230kV,POSTPAID,N,Meter not downloadable,0.0,0.0,0.0,UPI
KAKADEO,SDO-8,HALLET HOSPITAL,51331320030HAL,4686746638,Consumer,Kanpur,LMV-1,10,9372574836,In Service,MU,2433.74,2026-03-10,1082.0,13.8,KW,1082.0,2026-03-01,142,0.230kV,PREPAID,N,On height,1351.74,1351.74,135.17,UPI
